#LINK
#lang	ja
#attribution_url	http://www.city.ueda.nagano.jp/
#attribution_name	hompg.ueda.city@gmail.com
#license	http://creativecommons.org/licenses/by/3.0/deed.ja
#file_name	aed_ueda
#download_from	http://linkdata.org/work/rdf1s1202i
#property	name	address	location	tel	count	http://www.w3.org/2003/01/geo/wgs84_pos#lat	http://www.w3.org/2003/01/geo/wgs84_pos#long	detail
#object_type_xsd	string	string	string	string	int	float	float	string
#property_context	Assertion	Assertion	Assertion	Assertion	Assertion	Assertion	Assertion	Assertion
aed_ueda_1023	日信工業株式会社	長野県上田市国分840				36.3846078	138.2680799	http://www.nissinkogyo.co.jp/
aed_ueda_1024	保野薬局	長野県上田市保野761-1				36.3731613	138.20078890000002	
aed_ueda_1101	独立行政法人国立病院機構　長野病院	長野県上田市緑が丘1-27-21				36.41328983997958	138.25164198875427	http://www.nagano-hosp.go.jp/
aed_ueda_1102	上田市産院	長野県上田市常磐城5-6-39				36.41137088830747	138.24384480714798	http://uedashi-sanin.jp/
aed_ueda_1103	小児初期救急センター	長野県上田市緑が丘1-27-21				36.4125926335501	138.2504054903984	http://www.city.ueda.nagano.jp/hp/sys/20091102141932997.html
aed_ueda_1104	武石診療所（武石保健センター）	長野県上田市下武石771-1				36.285422	138.229826	http://www.city.ueda.nagano.jp/hp/takeshi/0850/20100302110652286.html
aed_ueda_1105	医療法人健静会　上田病院	長野県上田市中央1-3-3				36.398792	138.251589	http://www.ueda-hp.or.jp/
aed_ueda_1106	医療法人光仁会　川西病院	長野県上田市保野710				36.37419129231341	138.19149613380432	http://www.koujin-kai.or.jp/KAWANISI/hospital.html
aed_ueda_1107	（医）岸医院	長野県上田市上丸子328-1				36.3281866410549	138.2710263133049	http://www.kishi-clinic.or.jp/
aed_ueda_1108	医療法人健和会　小林脳神経外科神経内科病院	長野県上田市常田3-15-41				36.393551	138.265193	
aed_ueda_1109	医療法人共和会　塩田病院	長野県上田市中野29-2				36.360376	138.197992	http://shioda-hp.jp/index.php
aed_ueda_1110	医療法人清泰会　滝澤病院	長野県上田市塩川3057-1				36.36367543983863	138.29399943351746	http://www.takizawa.or.jp/
aed_ueda_1111	医療法人友愛会　千曲荘病院	長野県上田市中央東4-61				36.4028	138.266221	http://tikumaso.jp/index.php
aed_ueda_1112	医療法人健救会　柳澤病院	長野県上田市中央西1-2-10				36.405211	138.248116	http://kenkyukai.or.jp/
aed_ueda_1113	医療法人清心会　中山医院	長野県上田市中丸子1141				36.33199835190895	138.27244520187378	
aed_ueda_1114	（医）あおやぎ眼科	長野県上田市住吉577				36.407986	138.278878	http://www.aoyagiganka.jp/
aed_ueda_1115	上田花園病院	長野県上田市中央西1-15-25				36.407983	138.248283	http://homepage3.nifty.com/hanazono-hp/
aed_ueda_1116	飯島医院	長野県上田市築地188				36.392893	138.205226	
aed_ueda_1117	医療法人　飯田整形ペインクリニック	長野県上田市上田原717-12				36.390999881146705	138.2204157114029	
aed_ueda_1118	池田クリニック	長野県上田市上田原687-1				36.390215	138.218731	
aed_ueda_1119	今井眼科	長野県上田市下之郷346-6				36.374439	138.217068	http://www5b.biglobe.ne.jp/~i-ganka/
aed_ueda_1120	上田腎臓クリニック	長野県上田市住吉322				36.405969	138.279183	http://www.jishyukai.or.jp/
aed_ueda_1121	上田生協診療所	長野県上田市上塩尻393-1				36.41478999977737	138.22144031524658	http://www.toshin-iryou.com/
aed_ueda_1122	上田整形外科クリニック	長野県上田市常田2-15-16				36.39331	138.25805	http://ar-ex.jp/ueda/
aed_ueda_1123	上田透析クリニック	長野県上田市御所674				36.3987729	138.2347954	
aed_ueda_1124	大谷外科呼吸器科医院	長野県上田市常田3-2-8				36.397071155275334	138.2602733373642	
aed_ueda_1125	鹿教湯三才山リハビリテーションセンター三才山病院	長野県上田市鹿教湯温泉1777				36.29451275430682	138.0899477005005	http://www.janis.or.jp/users/kakeyuh2/misayama/index.html
aed_ueda_1126	鹿教湯三才山リハビリテーションセンター鹿教湯病院分院	長野県上田市鹿教湯温泉1291				36.3030237	138.1365024	http://www.janis.or.jp/users/kakeyuh2/kakeyu/bunin.htm
aed_ueda_1127	川西生協診療所	長野県上田市仁古田357-1				36.379007	138.172974	
aed_ueda_1128	小泉クリニック	長野県上田市小泉775-7				36.383266	138.187295	
aed_ueda_1129	甲田医院	長野県上田市中央1-6-24				36.397823	138.252558	
aed_ueda_1130	甲田クリニック	長野県上田市古安曽1833				36.347389	138.219555	http://www.kohda-clinic.com/
aed_ueda_1131	こさとクリニック	長野県上田市古里1926-17				36.398534	138.275106	http://www.avis.ne.jp/~kosato/index.html
aed_ueda_1132	五野医院	長野県上田市小島237				36.37445	138.207352	
aed_ueda_1133	小松内科循環器科医院	長野県上田市上田1493-3				36.408444	138.263532	
aed_ueda_1134	斉藤外科医院	長野県上田市蒼久保1177				36.375345	138.281121	
aed_ueda_1135	ささき小児科医院	長野県上田市常磐城5-1-19				36.40957061383396	138.24288189411163	
aed_ueda_1136	佐藤医院	長野県上田市五加920				36.3683063	138.2092608	
aed_ueda_1137	さとう眼科クリニック	長野県上田市神畑437				36.38314020192184	138.20855498313904	http://www.myclinic.ne.jp/satou_ganka/pc/index.html
aed_ueda_1138	城南医院	長野県上田市御所373				36.394282	138.237621	
aed_ueda_1139	高野外科医院	長野県上田市秋和493				36.41200334893271	138.2327726483345	
aed_ueda_1140	田中整形外科医院	長野県上田市古里1624				36.391815	138.27471	
aed_ueda_1141	ついじ内科消化器科クリニック	長野県上田市築地539-2				36.397198	138.205201	
aed_ueda_1142	橋本医院	長野県上田市舞田1-1				36.361754	138.186826	
aed_ueda_1143	ハートクリニック上田	長野県上田市踏入2-1225-6				36.390415	138.259716	
aed_ueda_1144	はらだ内科クリニック	長野県上田市大屋513-1				36.36938385158772	138.29431056976318	http://harada-naika.com/
aed_ueda_1145	松尾内科小児科	長野県上田市常田2-19-8				36.395948480292134	138.25595498085022	
aed_ueda_1146	医療法人三折堂　宮下医院	長野県上田市中央西1-15-12				36.407294	138.248377	
aed_ueda_1147	医療法人あさま会　リサーチパーククリニック	長野県上田市下之郷813-46				36.361682	138.232159	http://asamakai.com/
aed_ueda_1148	丸子中央病院	長野県上田市中丸子1771-1				36.33833350408189	138.27054619789123	http://maruyamakai.or.jp/maruko-hp/
aed_ueda_1149	医療法人成美会　渡辺皮膚科形成外科クリニック	長野県上田市小牧374-3				36.38518	138.25314	http://www.watanabe-hifu-keisei.jp/
aed_ueda_1150	上田原レディース＆マタニティークリニック	長野県上田市上田原455-1				36.388682	138.215676	http://www.avis.ne.jp/~ueda-lmc/
aed_ueda_1151	岩倉歯科医院	長野県上田市中央西1-9-29				36.40699316984673	138.249429166317	
aed_ueda_1201	上田中央消防署	長野県上田市大手2-7-16				36.40457970675407	138.2481524348259	http://www.area.ueda.nagano.jp/shoubou/ueda_central.html
aed_ueda_1202	上田南部消防署	長野県上田市小島550-1				36.38207131054897	138.21124255657196	http://www.area.ueda.nagano.jp/shoubou/ueda_south.html
aed_ueda_1203	上田東北消防署	長野県上田市芳田1515-1				36.392023308379414	138.302201628685	http://www.area.ueda.nagano.jp/shoubou/ueda_east.html
aed_ueda_1204	川西消防署	長野県上田市浦野126-2				36.375534558225105	138.15400153398514	http://www.area.ueda.nagano.jp/shoubou/kawanishi.html
aed_ueda_1205	丸子消防署	長野県上田市上丸子1603-1				36.32378911258922	138.26961278915405	http://www.area.ueda.nagano.jp/shoubou/maruko.html
aed_ueda_1206	真田消防署	長野県上田市真田町長7174-1				36.44092050811348	138.30288022756576	http://www.area.ueda.nagano.jp/shoubou/sanada.html
